Date,Open,High,Low,Close,Adj Close,Volume
2016-04-21,2102.090088,2103.780029,2088.520020,2091.479980,2091.479980,4175290000
2016-04-22,2091.489990,2094.320068,2081.199951,2091.580078,2091.580078,3790580000
2016-04-25,2089.370117,2089.370117,2077.520020,2087.790039,2087.790039,3319740000
2016-04-26,2089.840088,2096.870117,2085.800049,2091.699951,2091.699951,3557190000
2016-04-27,2092.330078,2099.889893,2082.310059,2095.149902,2095.149902,4100110000
2016-04-28,2090.929932,2099.300049,2071.620117,2075.810059,2075.810059,4309840000
2016-04-29,2071.820068,2073.850098,2052.280029,2065.300049,2065.300049,4704720000
2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,2081.429932,3841110000
2016-05-03,2077.179932,2077.179932,2054.889893,2063.370117,2063.370117,4173390000
2016-05-04,2060.300049,2060.300049,2045.550049,2051.120117,2051.120117,4058560000
2016-05-05,2052.949951,2060.229980,2045.770020,2050.629883,2050.629883,4008530000
2016-05-06,2047.770020,2057.719971,2039.449951,2057.139893,2057.139893,3796350000
2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,2058.689941,3788620000
2016-05-10,2062.629883,2084.870117,2062.629883,2084.389893,2084.389893,3600200000
2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,2064.459961,3821980000
2016-05-12,2067.169922,2073.989990,2053.129883,2064.110107,2064.110107,3782390000
2016-05-13,2062.500000,2066.790039,2043.130005,2046.609985,2046.609985,3579880000
2016-05-16,2046.530029,2071.879883,2046.530029,2066.659912,2066.659912,3501360000
2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,2047.209961,4108960000
2016-05-18,2044.380005,2060.610107,2034.489990,2047.630005,2047.630005,4101320000
2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,2040.040039,3846770000
2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,2052.320068,3507650000
2016-05-23,2052.229980,2055.580078,2047.260010,2048.040039,2048.040039,3055480000
2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,2076.060059,3627340000
2016-05-25,2078.929932,2094.729980,2078.929932,2090.540039,2090.540039,3859160000
2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,2090.100098,3230990000
2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,2099.060059,3079150000
2016-05-31,2100.129883,2103.479980,2088.659912,2096.949951,2096.949951,4514410000
2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,2099.330078,3525170000
2016-06-02,2097.709961,2105.260010,2088.590088,2105.260010,2105.260010,3632720000
2016-06-03,2104.070068,2104.070068,2085.360107,2099.129883,2099.129883,3627780000
2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,2109.409912,3442020000
2016-06-07,2110.179932,2119.219971,2110.179932,2112.129883,2112.129883,3534730000
2016-06-08,2112.709961,2120.550049,2112.709961,2119.120117,2119.120117,3562060000
2016-06-09,2115.649902,2117.639893,2107.729980,2115.479980,2115.479980,3290320000
2016-06-10,2109.570068,2109.570068,2089.959961,2096.070068,2096.070068,3515010000
2016-06-13,2091.750000,2098.120117,2078.459961,2079.060059,2079.060059,3392030000
2016-06-14,2076.649902,2081.300049,2064.100098,2075.320068,2075.320068,3759770000
2016-06-15,2077.600098,2085.649902,2069.800049,2071.500000,2071.500000,3544720000
2016-06-16,2066.360107,2079.620117,2050.370117,2077.989990,2077.989990,3628280000
2016-06-17,2078.199951,2078.199951,2062.840088,2071.219971,2071.219971,4952630000
2016-06-20,2075.580078,2100.659912,2075.580078,2083.250000,2083.250000,3467440000
2016-06-21,2085.189941,2093.659912,2083.020020,2088.899902,2088.899902,3232880000
2016-06-22,2089.750000,2099.709961,2084.360107,2085.449951,2085.449951,3168160000
2016-06-23,2092.800049,2113.320068,2092.800049,2113.320068,2113.320068,3297940000
2016-06-24,2103.810059,2103.810059,2032.569946,2037.410034,2037.410034,7597450000
2016-06-27,2031.449951,2031.449951,1991.680054,2000.540039,2000.540039,5431220000
2016-06-28,2006.670044,2036.089966,2006.670044,2036.089966,2036.089966,4385810000
2016-06-29,2042.689941,2073.129883,2042.689941,2070.770020,2070.770020,4241740000
2016-06-30,2073.169922,2098.939941,2070.000000,2098.860107,2098.860107,4622820000
2016-07-01,2099.340088,2108.709961,2097.899902,2102.949951,2102.949951,3458890000
2016-07-05,2095.050049,2095.050049,2080.860107,2088.550049,2088.550049,3658380000
2016-07-06,2084.429932,2100.719971,2074.020020,2099.729980,2099.729980,3909380000
2016-07-07,2100.419922,2109.080078,2089.389893,2097.899902,2097.899902,3604550000
2016-07-08,2106.969971,2131.709961,2106.969971,2129.899902,2129.899902,3607500000
2016-07-11,2131.719971,2143.159912,2131.719971,2137.159912,2137.159912,3253340000
2016-07-12,2139.500000,2155.399902,2139.500000,2152.139893,2152.139893,4097820000
2016-07-13,2153.810059,2156.449951,2146.209961,2152.429932,2152.429932,3502320000
2016-07-14,2157.879883,2168.989990,2157.879883,2163.750000,2163.750000,3465610000
2016-07-15,2165.129883,2169.050049,2155.790039,2161.739990,2161.739990,3122600000
2016-07-18,2162.040039,2168.350098,2159.629883,2166.889893,2166.889893,3009310000
2016-07-19,2163.790039,2164.629883,2159.010010,2163.780029,2163.780029,2968340000
2016-07-20,2166.100098,2175.629883,2164.889893,2173.020020,2173.020020,3211860000
2016-07-21,2172.909912,2174.560059,2159.750000,2165.169922,2165.169922,3438900000
2016-07-22,2166.469971,2175.110107,2163.239990,2175.030029,2175.030029,3023280000
2016-07-25,2173.709961,2173.709961,2161.949951,2168.479980,2168.479980,3057240000
2016-07-26,2168.969971,2173.540039,2160.179932,2169.179932,2169.179932,3442350000
2016-07-27,2169.810059,2174.979980,2159.070068,2166.580078,2166.580078,3995500000
2016-07-28,2166.050049,2172.850098,2159.739990,2170.060059,2170.060059,3664240000
2016-07-29,2168.830078,2177.090088,2163.489990,2173.600098,2173.600098,4038840000
2016-08-01,2173.149902,2178.290039,2166.209961,2170.840088,2170.840088,3505990000
2016-08-02,2169.939941,2170.199951,2147.580078,2157.030029,2157.030029,3848750000
2016-08-03,2156.810059,2163.790039,2152.560059,2163.790039,2163.790039,3786530000
2016-08-04,2163.510010,2168.189941,2159.070068,2164.250000,2164.250000,3709200000
2016-08-05,2168.790039,2182.870117,2168.790039,2182.870117,2182.870117,3663070000
2016-08-08,2183.760010,2185.439941,2177.850098,2180.889893,2180.889893,3327550000
2016-08-09,2182.239990,2187.659912,2178.610107,2181.739990,2181.739990,3334300000
2016-08-10,2182.810059,2183.409912,2172.000000,2175.489990,2175.489990,3254950000
2016-08-11,2177.969971,2188.449951,2177.969971,2185.790039,2185.790039,3423160000
2016-08-12,2183.739990,2186.280029,2179.419922,2184.050049,2184.050049,3000660000
2016-08-15,2186.080078,2193.810059,2186.080078,2190.149902,2190.149902,3078530000
2016-08-16,2186.239990,2186.239990,2178.139893,2178.149902,2178.149902,3196400000
2016-08-17,2177.840088,2183.080078,2168.500000,2182.219971,2182.219971,3388910000
2016-08-18,2181.899902,2187.030029,2180.459961,2187.020020,2187.020020,3300570000
2016-08-19,2184.239990,2185.000000,2175.129883,2183.870117,2183.870117,3084800000
2016-08-22,2181.580078,2185.149902,2175.959961,2182.639893,2182.639893,2777550000
2016-08-23,2187.810059,2193.419922,2186.800049,2186.899902,2186.899902,3041490000
2016-08-24,2185.090088,2186.659912,2171.250000,2175.439941,2175.439941,3148280000
2016-08-25,2173.290039,2179.000000,2169.739990,2172.469971,2172.469971,2969310000
2016-08-26,2175.100098,2187.939941,2160.389893,2169.040039,2169.040039,3342340000
2016-08-29,2170.189941,2183.479980,2170.189941,2180.379883,2180.379883,2654780000
2016-08-30,2179.449951,2182.270020,2170.409912,2176.120117,2176.120117,3006800000
2016-08-31,2173.560059,2173.790039,2161.350098,2170.949951,2170.949951,3766390000
2016-09-01,2171.330078,2173.560059,2157.090088,2170.860107,2170.860107,3392120000
2016-09-02,2177.489990,2184.870117,2173.590088,2179.979980,2179.979980,3091120000
2016-09-06,2181.610107,2186.570068,2175.100098,2186.479980,2186.479980,3447650000
2016-09-07,2185.169922,2187.870117,2179.070068,2186.159912,2186.159912,3319420000
2016-09-08,2182.760010,2184.939941,2177.489990,2181.300049,2181.300049,3727840000
2016-09-09,2169.080078,2169.080078,2127.810059,2127.810059,2127.810059,4233960000
2016-09-12,2120.860107,2163.300049,2119.120117,2159.040039,2159.040039,4010480000
2016-09-13,2150.469971,2150.469971,2120.270020,2127.020020,2127.020020,4141670000
2016-09-14,2127.860107,2141.330078,2119.899902,2125.770020,2125.770020,3664100000
2016-09-15,2125.360107,2151.310059,2122.360107,2147.260010,2147.260010,3373720000
2016-09-16,2146.479980,2146.479980,2131.199951,2139.159912,2139.159912,5014360000
2016-09-19,2143.989990,2153.610107,2135.909912,2139.120117,2139.120117,3141820000
2016-09-20,2145.939941,2150.800049,2139.169922,2139.760010,2139.760010,3117380000
2016-09-21,2144.580078,2165.110107,2139.570068,2163.120117,2163.120117,3685450000
2016-09-22,2170.939941,2179.989990,2170.939941,2177.179932,2177.179932,3523860000
2016-09-23,2173.290039,2173.750000,2163.969971,2164.689941,2164.689941,3289860000
2016-09-26,2158.540039,2158.540039,2145.040039,2146.100098,2146.100098,3199910000
2016-09-27,2146.040039,2161.129883,2141.550049,2159.929932,2159.929932,3414090000
2016-09-28,2161.850098,2172.399902,2151.790039,2171.370117,2171.370117,3860390000
2016-09-29,2168.899902,2172.669922,2145.199951,2151.129883,2151.129883,4215620000
2016-09-30,2156.510010,2175.300049,2156.510010,2168.270020,2168.270020,4158800000
2016-10-03,2164.330078,2164.409912,2154.770020,2161.199951,2161.199951,3113850000
2016-10-04,2163.370117,2165.459961,2144.010010,2150.489990,2150.489990,3716100000
2016-10-05,2155.149902,2163.949951,2155.149902,2159.729980,2159.729980,3883710000
2016-10-06,2158.219971,2162.929932,2150.280029,2160.770020,2160.770020,3438040000
2016-10-07,2164.189941,2165.860107,2144.850098,2153.739990,2153.739990,3578770000
2016-10-10,2160.389893,2169.600098,2160.389893,2163.659912,2163.659912,2881970000
2016-10-11,2161.350098,2161.560059,2128.840088,2136.729980,2136.729980,3393060000
2016-10-12,2137.669922,2145.360107,2132.770020,2139.179932,2139.179932,2959510000
2016-10-13,2130.260010,2138.189941,2114.719971,2132.550049,2132.550049,3538030000
2016-10-14,2139.679932,2149.189941,2132.979980,2132.979980,2132.979980,3187910000
2016-10-17,2132.949951,2135.610107,2124.429932,2126.500000,2126.500000,2832440000
2016-10-18,2138.310059,2144.379883,2135.489990,2139.600098,2139.600098,3172940000
2016-10-19,2140.810059,2148.439941,2138.149902,2144.290039,2144.290039,3364990000
2016-10-20,2142.510010,2147.179932,2133.439941,2141.340088,2141.340088,3339320000
2016-10-21,2139.429932,2142.629883,2130.090088,2141.159912,2141.159912,3456390000
2016-10-24,2148.500000,2154.790039,2146.909912,2151.330078,2151.330078,3359950000
2016-10-25,2149.719971,2151.439941,2141.929932,2143.159912,2143.159912,3756200000
2016-10-26,2136.969971,2145.729980,2131.590088,2139.429932,2139.429932,3778120000
2016-10-27,2144.060059,2147.129883,2132.520020,2133.040039,2133.040039,4209400000
2016-10-28,2132.229980,2140.719971,2119.360107,2126.409912,2126.409912,4028270000
2016-10-31,2129.780029,2133.250000,2125.530029,2126.149902,2126.149902,3926560000
2016-11-01,2128.679932,2131.449951,2097.850098,2111.719971,2111.719971,4539190000
2016-11-02,2109.429932,2111.760010,2094.000000,2097.939941,2097.939941,4289120000
2016-11-03,2098.800049,2102.560059,2085.229980,2088.659912,2088.659912,3892100000
2016-11-04,2083.790039,2099.070068,2083.790039,2085.179932,2085.179932,3841910000
2016-11-07,2100.590088,2132.000000,2100.590088,2131.520020,2131.520020,3739720000
2016-11-08,2129.919922,2146.870117,2123.560059,2139.560059,2139.560059,3921850000
2016-11-09,2131.560059,2170.100098,2125.350098,2163.260010,2163.260010,6267590000
2016-11-10,2167.489990,2182.300049,2151.169922,2167.479980,2167.479980,6458450000
2016-11-11,2162.709961,2165.919922,2152.489990,2164.449951,2164.449951,4993990000
2016-11-14,2165.639893,2171.360107,2156.080078,2164.199951,2164.199951,5373670000
2016-11-15,2168.290039,2180.840088,2166.379883,2180.389893,2180.389893,4548110000
2016-11-16,2177.530029,2179.219971,2172.199951,2176.939941,2176.939941,3847900000
2016-11-17,2178.610107,2188.060059,2176.649902,2187.120117,2187.120117,3811730000
2016-11-18,2186.850098,2189.889893,2180.379883,2181.899902,2181.899902,3580900000
2016-11-21,2186.429932,2198.699951,2186.429932,2198.179932,2198.179932,3611500000
2016-11-22,2201.560059,2204.800049,2194.510010,2202.939941,2202.939941,3960520000
2016-11-23,2198.550049,2204.719971,2194.510010,2204.719971,2204.719971,3419850000
2016-11-25,2206.270020,2213.350098,2206.270020,2213.350098,2213.350098,1584590000
2016-11-28,2210.209961,2211.139893,2200.360107,2201.719971,2201.719971,3515100000
2016-11-29,2200.760010,2210.459961,2198.149902,2204.659912,2204.659912,3709190000
2016-11-30,2204.969971,2214.100098,2198.810059,2198.810059,2198.810059,5538400000
2016-12-01,2200.169922,2202.600098,2187.439941,2191.080078,2191.080078,5067470000
2016-12-02,2191.120117,2197.949951,2188.370117,2191.949951,2191.949951,3782370000
2016-12-05,2200.649902,2209.419922,2199.969971,2204.709961,2204.709961,3898530000
2016-12-06,2207.260010,2212.780029,2202.209961,2212.229980,2212.229980,3857290000
2016-12-07,2210.719971,2241.629883,2208.929932,2241.350098,2241.350098,4504070000
2016-12-08,2241.129883,2251.689941,2237.570068,2246.189941,2246.189941,4203270000
2016-12-09,2249.729980,2259.800049,2249.229980,2259.530029,2259.530029,3886460000
2016-12-12,2258.830078,2264.030029,2252.370117,2256.959961,2256.959961,4038850000
2016-12-13,2263.320068,2277.530029,2263.320068,2271.719971,2271.719971,3875630000
2016-12-14,2268.350098,2276.199951,2248.439941,2253.280029,2253.280029,4409670000
2016-12-15,2253.770020,2272.120117,2253.770020,2262.030029,2262.030029,4173360000
2016-12-16,2266.810059,2268.050049,2254.239990,2258.070068,2258.070068,5928980000
2016-12-19,2259.239990,2267.469971,2258.209961,2262.530029,2262.530029,3252840000
2016-12-20,2266.500000,2272.560059,2266.139893,2270.760010,2270.760010,3306250000
2016-12-21,2270.540039,2271.229980,2265.149902,2265.179932,2265.179932,2854880000
2016-12-22,2262.929932,2263.179932,2256.080078,2260.959961,2260.959961,2880670000
2016-12-23,2260.250000,2263.790039,2258.840088,2263.790039,2263.790039,2021230000
2016-12-27,2266.229980,2273.820068,2266.149902,2268.879883,2268.879883,1989730000
2016-12-28,2270.229980,2271.310059,2249.110107,2249.919922,2249.919922,2402750000
2016-12-29,2249.500000,2254.510010,2244.560059,2249.260010,2249.260010,2338700000
2016-12-30,2251.610107,2253.580078,2233.620117,2238.830078,2238.830078,2671550000
2017-01-03,2251.570068,2263.879883,2245.129883,2257.830078,2257.830078,3773010000
2017-01-04,2261.600098,2272.820068,2261.600098,2270.750000,2270.750000,3768890000
2017-01-05,2268.179932,2271.500000,2260.449951,2269.000000,2269.000000,3785080000
2017-01-06,2271.139893,2282.100098,2264.060059,2276.979980,2276.979980,3342080000
2017-01-09,2273.590088,2275.489990,2268.899902,2268.899902,2268.899902,3219730000
2017-01-10,2269.719971,2279.270020,2265.270020,2268.899902,2268.899902,3640560000
2017-01-11,2268.600098,2275.320068,2260.830078,2275.320068,2275.320068,3625080000
2017-01-12,2271.139893,2271.780029,2254.250000,2270.439941,2270.439941,3466220000
2017-01-13,2272.739990,2278.679932,2271.510010,2274.639893,2274.639893,3090680000
2017-01-17,2269.139893,2272.080078,2262.810059,2267.889893,2267.889893,3586950000
2017-01-18,2269.139893,2272.010010,2263.350098,2271.889893,2271.889893,3317670000
2017-01-19,2271.899902,2274.330078,2258.409912,2263.689941,2263.689941,3168390000
2017-01-20,2269.959961,2276.959961,2265.010010,2271.310059,2271.310059,3536850000
2017-01-23,2267.780029,2271.780029,2257.020020,2265.199951,2265.199951,3155240000
2017-01-24,2267.879883,2284.629883,2266.679932,2280.070068,2280.070068,3816950000
2017-01-25,2288.879883,2299.550049,2288.879883,2298.370117,2298.370117,3849340000
2017-01-26,2298.629883,2300.989990,2294.080078,2296.679932,2296.679932,3611510000
2017-01-27,2299.020020,2299.020020,2291.620117,2294.689941,2294.689941,3137420000
2017-01-30,2286.010010,2286.010010,2268.040039,2280.899902,2280.899902,3595040000
2017-01-31,2274.020020,2279.090088,2267.209961,2278.870117,2278.870117,4089730000
2017-02-01,2285.590088,2289.139893,2272.439941,2279.550049,2279.550049,3919190000
2017-02-02,2276.689941,2283.969971,2271.649902,2280.850098,2280.850098,3809760000
2017-02-03,2288.540039,2298.310059,2287.879883,2297.419922,2297.419922,3605970000
2017-02-06,2294.280029,2296.179932,2288.570068,2292.560059,2292.560059,3112390000
2017-02-07,2295.870117,2299.399902,2290.159912,2293.080078,2293.080078,3452460000
2017-02-08,2289.550049,2295.909912,2285.379883,2294.669922,2294.669922,3611950000
2017-02-09,2296.699951,2311.080078,2296.610107,2307.870117,2307.870117,3681600000
2017-02-10,2312.270020,2319.229980,2311.100098,2316.100098,2316.100098,3496600000
2017-02-13,2321.719971,2331.580078,2321.419922,2328.250000,2328.250000,3352370000
2017-02-14,2326.120117,2337.580078,2322.169922,2337.580078,2337.580078,3528040000
2017-02-15,2335.580078,2351.300049,2334.810059,2349.250000,2349.250000,3785870000
2017-02-16,2349.639893,2351.310059,2338.870117,2347.219971,2347.219971,3675900000
2017-02-17,2343.010010,2351.159912,2339.580078,2351.159912,2351.159912,3516830000
2017-02-21,2354.909912,2366.709961,2354.909912,2365.379883,2365.379883,3587520000
2017-02-22,2361.110107,2365.129883,2358.340088,2362.820068,2362.820068,3473170000
2017-02-23,2367.500000,2368.260010,2355.090088,2363.810059,2363.810059,4021770000
2017-02-24,2355.729980,2367.340088,2352.870117,2367.340088,2367.340088,3832410000
2017-02-27,2365.229980,2371.540039,2361.870117,2369.750000,2369.750000,3584680000
2017-02-28,2366.080078,2367.790039,2358.959961,2363.639893,2363.639893,4212460000
2017-03-01,2380.129883,2400.979980,2380.129883,2395.959961,2395.959961,4347630000
2017-03-02,2394.750000,2394.750000,2380.169922,2381.919922,2381.919922,3824030000
2017-03-03,2380.919922,2383.889893,2375.389893,2383.120117,2383.120117,3556670000
2017-03-06,2375.229980,2378.800049,2367.979980,2375.310059,2375.310059,3251800000
2017-03-07,2370.739990,2375.120117,2365.510010,2368.389893,2368.389893,3526300000
2017-03-08,2369.810059,2373.090088,2361.010010,2362.979980,2362.979980,3814080000
2017-03-09,2363.489990,2369.080078,2354.540039,2364.870117,2364.870117,3718450000
2017-03-10,2372.520020,2376.860107,2363.040039,2372.600098,2372.600098,3434400000
2017-03-13,2371.560059,2374.419922,2368.520020,2373.469971,2373.469971,3166650000
2017-03-14,2368.550049,2368.550049,2358.179932,2365.449951,2365.449951,3173760000
2017-03-15,2370.340088,2390.010010,2368.939941,2385.260010,2385.260010,3909490000
2017-03-16,2387.709961,2388.100098,2377.179932,2381.379883,2381.379883,3368880000
2017-03-17,2383.709961,2385.709961,2377.639893,2378.250000,2378.250000,5179820000
2017-03-20,2378.239990,2379.550049,2369.659912,2373.469971,2373.469971,3061560000
2017-03-21,2379.320068,2381.929932,2341.899902,2344.020020,2344.020020,4278890000
2017-03-22,2343.000000,2351.810059,2336.449951,2348.449951,2348.449951,3575160000
2017-03-23,2345.969971,2358.919922,2342.129883,2345.959961,2345.959961,3262400000
2017-03-24,2350.419922,2356.219971,2335.739990,2343.979980,2343.979980,2978530000
2017-03-27,2329.110107,2344.899902,2322.250000,2341.590088,2341.590088,3242300000
2017-03-28,2339.790039,2363.780029,2337.629883,2358.570068,2358.570068,3369120000
2017-03-29,2356.540039,2363.360107,2352.939941,2361.129883,2361.129883,3107670000
2017-03-30,2361.310059,2370.419922,2358.580078,2368.060059,2368.060059,3159680000
2017-03-31,2364.820068,2370.350098,2362.600098,2362.719971,2362.719971,3356740000
2017-04-03,2362.340088,2365.870117,2344.729980,2358.840088,2358.840088,3418730000
2017-04-04,2354.760010,2360.530029,2350.719971,2360.159912,2360.159912,3208340000
2017-04-05,2366.590088,2378.360107,2350.520020,2352.949951,2352.949951,3780650000
2017-04-06,2353.790039,2364.159912,2348.899902,2357.489990,2357.489990,3203250000
2017-04-07,2356.590088,2363.760010,2350.739990,2355.540039,2355.540039,3054700000
2017-04-10,2357.159912,2366.370117,2351.500000,2357.159912,2357.159912,2792570000
2017-04-11,2353.919922,2355.219971,2337.250000,2353.780029,2353.780029,3120900000
2017-04-12,2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3201300000
2017-04-13,2341.979980,2348.260010,2328.949951,2328.949951,2328.949951,3146380000
2017-04-17,2332.620117,2349.139893,2332.510010,2349.010010,2349.010010,2826890000
2017-04-18,2342.530029,2348.350098,2334.540039,2342.189941,2342.189941,3272210000
2017-04-19,2346.790039,2352.629883,2335.050049,2338.169922,2338.169922,3521160000
2017-04-20,2342.689941,2361.370117,2340.909912,2355.840088,2355.840088,3648990000
2017-04-21,2354.739990,2356.179932,2344.510010,2348.689941,2348.689941,3524160000
2017-04-24,2370.330078,2376.979980,2369.189941,2374.149902,2374.149902,3711170000
2017-04-25,2381.510010,2392.479980,2381.149902,2388.610107,2388.610107,4005820000
2017-04-26,2388.979980,2398.159912,2386.780029,2387.449951,2387.449951,4111350000
2017-04-27,2389.699951,2392.100098,2382.679932,2388.770020,2388.770020,4099940000
